mName,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation (address),GeoLocation (zip),GeoLocation (city),GeoLocation,GeoLocation (state)
Yamato 791482,26831,Valid,H4,352.62,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791486,26835,Valid,L6,565.51,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791500,26849,Valid,H3/4,1252,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791501,26850,Valid,H4,283.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791502,26851,Valid,H3/4,131.02,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791536,26885,Valid,LL6,839,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791538,26887,Valid,Ureilite,419.03,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791539,26888,Valid,LL,1907,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791545,26894,Valid,L4,195.17,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791556,26905,Valid,H5,129.25,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791558,26907,Valid,LL3.15,101.64,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791562,26911,Valid,H4,205.32,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791563,26912,Valid,H4,487.87,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791566,26915,Valid,L6,497.17,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791573,26922,Valid,Howardite,134.33,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791574,26923,Valid,L5/6,199.73,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791577,26926,Valid,L6,481.41,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791578,26927,Valid,L6,191.44,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791579,26928,Valid,L6,108.06,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791580,26929,Valid,L6,114.6,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791586,26935,Valid,L6,219.68,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791597,26946,Valid,H6,147.99,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791604,26953,Valid,H4,297.44,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791605,26954,Valid,H5,112.63,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791606,26955,Valid,H4,182.4,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791629,26978,Valid,H4,128.02,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791630,26979,Valid,L4,2243,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791632,26981,Valid,L5,534.79,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791633,26982,Valid,L4,634.33,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791634,26983,Valid,L4,333.77,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791635,26984,Valid,L4,653,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791636,26985,Valid,L4,112.52,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791637,26986,Valid,L4,109.23,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791644,26993,Valid,L4,134.58,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791652,27001,Valid,H6,349.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791661,27010,Valid,L4,114.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791668,27017,Valid,LL4,732,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791669,27018,Valid,L4,334.85,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791670,27019,Valid,L4,541.72,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791677,27026,Valid,L4,473.05,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791678,27027,Valid,L4,259.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791680,27029,Valid,L4,284.98,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791682,27031,Valid,L4,123.73,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791695,27044,Valid,L4,352.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791705,27054,Valid,L4,172.47,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791706,27055,Valid,L4,341.1,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791708,27057,Valid,L4,126.98,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791709,27058,Valid,L4,174.32,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791710,27059,Valid,L4,1607,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791716,27065,Valid,H4,193.21,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791717,27066,Valid,CO3.3,25322,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791718,27067,Valid,CO3,184.01,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791719,27068,Valid,CO3,170.69,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791720,27069,Valid,CO3,117.52,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791771,27120,Valid,L6,156.43,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791775,27124,Valid,H6,110.58,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791776,27125,Valid,H6,2543,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791781,27130,Valid,L6,409.53,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791783,27132,Valid,H5,323.21,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791785,27134,Valid,H5,8826,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791820,27169,Valid,H5,572.12,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791821,27170,Valid,H5,662,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791826,27175,Valid,Eucrite-pmict,115.35,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791828,27177,Valid,L3.9,841,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791832,27181,Valid,L5,105.87,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791833,27182,Valid,L5,116.35,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791840,27189,Valid,L4,309.55,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791844,27193,Valid,L5,161.34,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791845,27194,Valid,H6,1559,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791857,27206,Valid,H4,116.34,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791861,27210,Valid,H6,256.74,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791865,27214,Valid,L6,729,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791869,27218,Valid,H5,6784,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791870,27219,Valid,H4,404.14,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791905,27254,Valid,H5,1847,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791917,27266,Valid,H4,136.7,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791918,27267,Valid,H4,134.8,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791919,27268,Valid,H4,108.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791925,27274,Valid,L4,1311,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791926,27275,Valid,H5,2602,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791927,27276,Valid,L6,444.17,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791931,27280,Valid,H4,260.06,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791933,27282,Valid,H6,135.18,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791956,27305,Valid,L6,1015,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791958,27307,Valid,L6,826,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791960,27309,Valid,Eucrite-pmict,242.08,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791961,27310,Valid,L3.6,1387,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791962,27311,Valid,Eucrite-pmict,299.65,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791963,27312,Valid,H5,194.68,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791968,27317,Valid,H4,358.51,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791969,27318,Valid,H4,135.85,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791970,27319,Valid,H4,248.38,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791971,27320,Valid,H4,274.79,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791972,27321,Valid,H4,234.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791973,27322,Valid,H4,199.87,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791974,27323,Valid,H4,137.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791975,27324,Valid,H4,180.58,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791976,27325,Valid,H4,173.77,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791977,27326,Valid,H4,165.17,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791978,27327,Valid,H4,160.28,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791979,27328,Valid,H4,100.33,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791980,27329,Valid,H4,125.81,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791981,27330,Valid,H4,103.73,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791982,27331,Valid,H4,100.42,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791983,27332,Valid,H4,105.42,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 791988,27337,Valid,H4,112.26,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792341,27690,Valid,H6,143.02,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792506,27855,Valid,H4,531.59,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792510,27859,Valid,Eucrite-mmict,608.73,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792512,27861,Valid,L6,128.45,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792516,27865,Valid,H4,148.64,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792517,27866,Valid,H4,141.95,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792519,27868,Valid,L4-6,571.43,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
Yamato 792520,27869,Valid,L6,127.9,Found,01/01/1979 12:00:00 AM,-71.5,35.66667,,,,POINT (35.66667 -71.5),
